,SiteName,PrimaryUse,Borough,AreaHa,Easting,Northing
3985,Poplar Recreation Ground,Park,Tower Hamlets,1.7858,537717.0,180882.0
3986,Prospect Park,Park,Tower Hamlets,0.4093,537746.0,182336.0
3987,Raines Mansions,Formal garden,Tower Hamlets,0.1651,534854.0,180395.0
3988,Ravenscroft Park,Park,Tower Hamlets,1.0892,533878.0,182896.0
3989,Wapping Rose Gardens,Park,Tower Hamlets,0.6134,534822.0,180099.0
3990,Regents Canal,Canal,Tower Hamlets,6.9299,535955.0,182542.0
3991,Robin Hood Gardens,Formal garden,Tower Hamlets,0.9172,538292.0,180840.0
3992,Ropemakers Fields,Park,Tower Hamlets,1.8226,536616.0,180818.0
3993,Schoolhouse Lane Pitch,Recreation ground,Tower Hamlets,0.0724,535682.0,180969.0
3994,Selwyn Green,Park,Tower Hamlets,0.1913,536544.0,183110.0
3995,Shackelwell Street Playground,Play space,Tower Hamlets,0.1713,533896.0,182490.0
3996,Shadwell Walk,Canal,Tower Hamlets,0.9932,534638.0,180433.0
3997,Shandy Park,Park,Tower Hamlets,1.4124,536083.0,181985.0
3998,Sidney Square Gardens,Formal garden,Tower Hamlets,0.1346,535057.0,181532.0
3999,Sir John McDougal Park,Park,Tower Hamlets,2.1788,537069.0,179408.0
4000,Spitalfields City Farm,City farm,Tower Hamlets,1.0098,534133.0,182146.0
4001,St Dunstan's Churchyard,Cemetery/churchyard,Tower Hamlets,1.8464,535997.0,181562.0
4002,St George's Gardens,Cemetery/churchyard,Tower Hamlets,1.517,534786.0,180817.0
4003,St John's Park,Park,Tower Hamlets,0.9532,538213.0,179450.0
4004,St Katherine's Dock,Other hard surfaced areas,Tower Hamlets,3.6953,533943.0,180469.0
4005,Masthouse Terrace Playarea,Youth area,Tower Hamlets,0.3409,537354.0,178638.0
4006,St. Anne's Church - Limehouse,Cemetery/churchyard,Tower Hamlets,0.9341,536771.0,181043.0
4007,St. Bartholemews Gardens,Park,Tower Hamlets,0.4091,534943.0,182218.0
4008,Whitehorse Road Park,Park,Tower Hamlets,1.2652,536115.0,181530.0
4009,St. James Gardens,Formal garden,Tower Hamlets,0.6315,536046.0,180960.0
4010,St. Leonard's Adventurous Playspace,Play space,Tower Hamlets,0.2455,537933.0,182923.0
4011,St. Mary-by-Bow Church,Cemetery/churchyard,Tower Hamlets,0.2786,537676.0,182966.0
4012,St. Matthew's Church Gardens Bethnal Green,Formal garden,Tower Hamlets,0.8515,534183.0,182462.0
4013,St. Matthias' Old Church,Cemetery/churchyard,Tower Hamlets,0.4091,537766.0,180830.0
4014,St. Paul's - Shadwell,Cemetery/churchyard,Tower Hamlets,0.3467,535271.0,180737.0
4015,Stepney Clocktower,Civic/market square,Tower Hamlets,0.0464,535637.0,181781.0
4016,Stepney Green Gardens,Formal garden,Tower Hamlets,0.511,535574.0,181873.0
4017,Stepney Green Park,Park,Tower Hamlets,4.6357,535632.0,181670.0
4018,Stepping Stones City Farm,City farm,Tower Hamlets,1.3452,535836.0,181630.0
4019,Stonebridge Wharf,Amenity green space,Tower Hamlets,0.1359,536411.0,181342.0
4020,Strafford Street Play Area,Play space,Tower Hamlets,0.1683,537132.0,179717.0
4021,Swedenborg Gardens,Park,Tower Hamlets,1.6076,534445.0,180766.0
4022,Texaco Green,Formal garden,Tower Hamlets,0.1861,538131.0,180964.0
4023,Thames Foreshore Area,Other hard surfaced areas,Tower Hamlets,0.2607,533816.0,180352.0
4024,The Old Churchyard / Scandrett St,Cemetery/churchyard,Tower Hamlets,0.2615,534622.0,180099.0
4025,The Oval (Tower Hamlets),Civic/market square,Tower Hamlets,0.0661,534725.0,183399.0
4026,Stoneyard Lane Gardens,Formal garden,Tower Hamlets,0.1435,537607.0,180741.0
4027,Tower Bridge Piazza,Formal garden,Tower Hamlets,0.3011,533706.0,180691.0
4028,Tower Hamlets Cemetery Park,Cemetery/churchyard,Tower Hamlets,11.3771,536959.0,182309.0
4029,Tower Hill Terrace,Civic/market square,Tower Hamlets,0.1082,533427.0,180674.0
4030,Trafalgar Gardens (Tower Hamlets),Recreation ground,Tower Hamlets,0.2534,535884.0,181871.0
4031,Tredegar Square Gardens,Formal garden,Tower Hamlets,0.5093,536602.0,182747.0
4032,Trinity Gardens (Tower Hamlets),Formal garden,Tower Hamlets,0.4159,537482.0,181000.0
4033,Trinity Square Gardens,Formal garden,Tower Hamlets,0.4743,533511.0,180739.0
4034,Twelve Trees Crescent,Formal garden,Tower Hamlets,0.1554,538064.0,182409.0
4035,Victoria Park (Tower Hamlets),Park,Tower Hamlets,87.1959,536170.0,183937.0
4036,Virginia Gardens,Formal garden,Tower Hamlets,0.1111,533745.0,182680.0
4037,Wakefield Gardens,Formal garden,Tower Hamlets,0.0932,533575.0,180741.0
4038,Wapping Gardens,Park,Tower Hamlets,1.2935,534705.0,180197.0
4039,Wapping Neighbourhood Park,Park,Tower Hamlets,0.1468,534457.0,181039.0
4040,Warner Green Open Space,Formal garden,Tower Hamlets,0.2984,534290.0,182885.0
4041,Waterside Gardens,Formal garden,Tower Hamlets,0.1362,534785.0,180011.0
4042,Wapping Green,Formal garden,Tower Hamlets,0.2783,534813.0,180305.0
4043,Weavers Fields,Park,Tower Hamlets,6.283,534563.0,182485.0
4044,Wellington Way Mound,Play space,Tower Hamlets,0.3307,537156.0,182530.0
4045,Westferry Circus,Formal garden,Tower Hamlets,0.3135,537036.0,180380.0
4046,York Square Gardens,Formal garden,Tower Hamlets,0.0884,536144.0,181232.0
4047,Bonner Hall Gate,Amenity green space,Tower Hamlets,0.1799,535387.0,183424.0
4048,Canary Wharf Open Spaces East,Amenity green space,Tower Hamlets,0.4902,537068.0,180374.0
4049,Crossrail Place Roof Garden,Formal garden,Tower Hamlets,0.7664,537654.0,180442.0
4050,Canary Wharf Open Spaces West,Amenity green space,Tower Hamlets,0.0808,537987.0,180255.0
4051,"Bishops Square, Spitalfields",Civic/market square,Tower Hamlets,1.233,533513.0,181835.0
4052,St. Katherine Docks Surrounds,Other hard surfaced areas,Tower Hamlets,0.8487,533965.0,180476.0
4053,Albion Riverside,Civic/market square,Wandsworth,1.0212,527192.0,177286.0
4054,All Saints Church (Wandsworth),Cemetery/churchyard,Wandsworth,0.4143,523128.0,175723.0
4055,All Saints Churchyard (Wandsworth),Cemetery/churchyard,Wandsworth,0.4726,528191.0,171759.0
4056,All Saints Cricket Ground (Putney Common),Playing fields,Wandsworth,1.6838,522908.0,175738.0
4057,All Saints Meadow (Putney Common),Common,Wandsworth,2.6608,523060.0,175776.0
4058,Fountain Road Recreation Ground,Recreation ground,Wandsworth,0.6117,526701.0,171486.0
4059,Barn Elms Park,Amenity green space,Wandsworth,0.4491,523376.0,175991.0
4060,Battersea Park,Park,Wandsworth,80.6936,528067.0,177193.0
4061,Battersea Rise Cemetery (St Mary's),Cemetery/churchyard,Wandsworth,3.1084,527264.0,174924.0
4062,Bell Lane Spit,Public woodland,Wandsworth,0.0961,525512.0,175163.0
4063,Wandsworth Common - St. Marks,Common,Wandsworth,1.4327,527122.0,175073.0
4064,Coronation Gardens (Wandsworth),Formal garden,Wandsworth,1.0042,525156.0,173474.0
4065,Danebury Avenue Roadsides,Road island/verge,Wandsworth,0.3175,521407.0,174196.0
4066,Dover House Road Estate,Amenity green space,Wandsworth,1.2709,522615.0,174651.0
4067,Earlsfield Cutting,Railway cutting,Wandsworth,11.7922,526562.0,173971.0
4068,Falcon Park,Park,Wandsworth,2.7004,527557.0,176044.0
4069,Fred Wells Gardens,Park,Wandsworth,0.8505,526798.0,176405.0
4070,Furzedown Recreation Ground,Recreation ground,Wandsworth,1.425,528610.0,171218.0
4071,Garratt Lane Old Burial Ground,Amenity green space,Wandsworth,0.7397,525754.0,174511.0
4072,Garratt Green,Park,Wandsworth,3.3432,526502.0,172383.0
4073,Garratt Park,Park,Wandsworth,2.978,526014.0,172309.0
4074,Godley Gardens,Park,Wandsworth,0.2707,526767.0,173094.0
4075,Gressenhall Road / Viewfield Road,Road island/verge,Wandsworth,0.0921,524733.0,174199.0
4076,Harroway Gardens,Park,Wandsworth,0.4411,526780.0,176239.0
4077,Heathbrook Park,Park,Wandsworth,2.3554,529125.0,176322.0
4078,Wandsworth Common - Prison Bank,Common,Wandsworth,1.6723,526845.0,174044.0
4079,Hughenot Burial Ground,Cemetery/churchyard,Wandsworth,0.1979,526300.0,174804.0
4080,King George's Park (Wandsworth),Park,Wandsworth,20.8986,525552.0,173788.0
4081,Lambeth Cemetery,Cemetery/churchyard,Wandsworth,20.8599,526503.0,171386.0
4082,"Land adjacent to hall, adjacent to 22 Lyford Road",Amenity green space,Wandsworth,0.4266,526909.0,173595.0
4083,Latchmere Recreation Ground,Park,Wandsworth,0.7807,527768.0,176372.0
4084,Lavender Gardens,Amenity green space,Wandsworth,0.1742,527626.0,175629.0
4085,Leaders Gardens,Park,Wandsworth,1.2677,523562.0,176118.0
4086,Montefiore Gardens,Park,Wandsworth,0.2223,528735.0,176108.0
4087,Bramford Gardens,Park,Wandsworth,0.4187,526090.0,175185.0
4088,Open Space on Queenstown Road,Amenity green space,Wandsworth,0.0561,528614.0,176261.0
4089,Putney Common,Common,Wandsworth,13.7159,523002.0,176064.0
4090,Putney Heath (North),Nature reserve,Wandsworth,61.3448,523106.0,173736.0
4091,Putney Old Burial Ground,Cemetery/churchyard,Wandsworth,0.3485,523702.0,175084.0
4092,Putney Park Lane,Walking/cycling route,Wandsworth,1.793,522740.0,174758.0
4093,Putney Vale Cemetery,Cemetery/churchyard,Wandsworth,18.2084,522306.0,172641.0
4094,Putney Vale Playing Fields and Stag Lane,Playing fields,Wandsworth,15.8,521799.0,172208.0
4095,St Ann's Church Grounds,Cemetery/churchyard,Wandsworth,0.321,525999.0,174441.0
4096,St Barnabas Church Grounds,Cemetery/churchyard,Wandsworth,0.1183,525335.0,173055.0
4097,St John the Evangelist R.C. Polish Church,Cemetery/churchyard,Wandsworth,0.2008,523799.0,174935.0
4098,St Nicholas's Churchyard,Cemetery/churchyard,Wandsworth,1.0555,527929.0,171109.0
4099,Streatham Cemetery,Cemetery/churchyard,Wandsworth,14.7363,527010.0,172044.0
4100,Thameside Path Open Space,Civic/market square,Wandsworth,0.1556,529613.0,177651.0
4101,The Pleasuance Open Space,Amenity green space,Wandsworth,1.2336,522640.0,175076.0
4102,Tooting Bec Common,Common,Wandsworth,79.1684,529140.0,172180.0
4103,Tooting Gardens,Park,Wandsworth,0.7405,526962.0,171522.0
4104,Wandsworth Cemetery,Cemetery/churchyard,Wandsworth,13.6223,526425.0,173441.0
4105,Wandsworth Common,Common,Wandsworth,52.0221,527317.0,173914.0
4106,Wandsworth Common - Westside,Common,Wandsworth,11.2424,526626.0,174539.0
4107,Wandsworth Common - St James Drive,Common,Wandsworth,3.8683,527721.0,173394.0
4108,Wandsworth Common - Open Space Area North,Amenity green space,Wandsworth,0.2737,526920.0,174847.0
4109,Wandsworth Park,Park,Wandsworth,8.944,524862.0,175240.0
4110,Windmill Green (former John Archer School Grounds),Amenity green space,Wandsworth,0.6471,526851.0,174324.0
4111,York Gardens,Park,Wandsworth,2.8643,526731.0,175863.0
4112,Swaby Gardens,Formal garden,Wandsworth,0.1444,526361.0,172911.0
4113,Christchurch Gardens (Wandsworth),Formal garden,Wandsworth,0.1167,527176.0,176183.0
4114,Shillington Park,Park,Wandsworth,1.9681,527483.0,175980.0
4115,Putney Lower Cemetery,Cemetery/churchyard,Wandsworth,1.2562,522867.0,176010.0
4116,Bramford Community Garden,Community garden,Wandsworth,0.0575,526068.0,175164.0
4117,Falcon Road Open Space,Amenity green space,Wandsworth,0.0575,526068.0,175164.0
4118,Abingdon Street Gardens (westminster Abbey & Parliment Square),Formal garden,Westminster,0.2155,530167.0,179337.0
4119,Berkeley Square,Formal garden,Westminster,1.0226,528769.0,180597.0
4120,Broadley Street Gardens,Formal garden,Westminster,0.2617,527096.0,181952.0
4121,Carlton Gardens - George 6th Statue,Civic/market square,Westminster,0.1206,529608.0,180146.0
4122,Bessborough Gardens,Formal garden,Westminster,0.5536,529879.0,178298.0
4123,Cavendish Square,Formal garden,Westminster,0.6481,528807.0,181362.0
4124,Channel Four Community Garden,Formal garden,Westminster,0.1793,529748.0,179086.0
4125,"Christchurch Gardens, Victoria Street",Formal garden,Westminster,0.2811,529582.0,179328.0
4126,Covent Garden,Civic/market square,Westminster,0.8275,530365.0,180902.0
4127,Drury Lane Gardens,Formal garden,Westminster,0.097,530502.0,181088.0
4128,Duke Of Wellington Arch,Road island/verge,Westminster,1.5203,528426.0,179815.0
4129,Brown Hart Gardens,Formal garden,Westminster,0.1211,528364.0,180976.0
4130,Ebury Square Gardens,Civic/market square,Westminster,0.2454,528509.0,178595.0
4131,Edbrooke Garden,Park,Westminster,0.286,525285.0,182157.0
4132,Garden Of Rest Marylebone High Road,Formal garden,Westminster,0.0333,528321.0,181954.0
4133,George & Dragon Memorial,Civic/market square,Westminster,0.0591,527185.0,182835.0
4134,Golden Square,Formal garden,Westminster,0.2024,529363.0,180835.0
4135,The Green Park,Park,Westminster,19.2979,528922.0,179971.0
4136,Grosvenor Square,Formal garden,Westminster,1.7735,528378.0,180795.0
4137,Hanover Square,Civic/market square,Westminster,0.2849,528898.0,181077.0
4138,Harrow Road Open Space,Amenity green space,Westminster,0.1001,524186.0,182397.0
4139,Harrow Road/Bourne Terrace,Landscaping around premises,Westminster,0.0162,525583.0,181751.0
4140,Horse Guards Parade,Civic/market square,Westminster,2.4583,530000.0,180056.0
4141,Hyde Park,Park,Westminster,138.5339,527543.0,180257.0
4142,Imperial College,Landscaping around premises,Westminster,0.8524,526657.0,179313.0
4143,Inigo Jones Gardens,Formal garden,Westminster,0.2243,530275.0,180830.0
4144,Kensington Gardens,Park,Kensington and Chelsea; Westminster,107.6707,526417.0,180211.0
4145,Kildare Gardens,Formal garden,Westminster,0.0451,525461.0,181251.0
4146,Leicester Square,Civic/market square,Westminster,0.9701,529858.0,180713.0
4147,Lillington and Longmoore Gardens Estate,Amenity green space,Westminster,1.0745,529495.0,178529.0
4148,Lisson Gardens,Formal garden,Westminster,0.1413,527174.0,181930.0
4149,Lisson Grove Estate,Play space,Westminster,0.02,526740.0,182489.0
4150,Longmoore Gardens Playground,Play space,Westminster,0.0536,529366.0,178688.0
4151,Lower Grosvenor Gardens,Formal garden,Westminster,0.2879,528829.0,179145.0
4152,Marble Arch,Other hard surfaced areas,Westminster,1.1855,527791.0,180932.0
4153,Micky Star Play Project,Play space,Westminster,0.0835,527017.0,181430.0
4154,Millbank Gardens,Park,Westminster,0.2356,529983.0,178604.0
4155,Montpelier Square,Formal garden,Westminster,0.2072,527356.0,179513.0
4156,Mount Street Gardens,Formal garden,Westminster,0.606,528463.0,180553.0
4157,New Trinity Mews Playground,Play space,Westminster,0.1372,529771.0,178162.0
4158,Norfolk Square Gardens,Formal garden,Westminster,0.2621,526837.0,181243.0
4159,Open Spaces Around Westway,Road island/verge,Westminster,0.3889,526537.0,181678.0
4160,Orange Park,Park,Westminster,0.1037,526728.0,182222.0
4161,Orange Square,Civic/market square,Westminster,0.0548,528342.0,178486.0
4162,Paddington Central,Civic/market square,Westminster,0.5694,526370.0,181606.0
4163,Paddington Green,Park,Westminster,0.4761,526780.0,181753.0
4164,Paddington Recreation Ground,Recreation ground,Westminster,10.6359,525585.0,182824.0
4165,Paddington Street Gardens (North),Park,Westminster,0.2294,528121.0,181837.0
4166,Paddington Street Gardens (South),Park,Westminster,0.9279,528175.0,181737.0
4167,Park Lane Islands,Road island/verge,Westminster,1.9449,528050.0,180615.0
4168,Parliament Square,Formal garden,Westminster,0.5464,530114.0,179628.0
4169,Pimlico Gardens,Park,Westminster,0.4229,529656.0,177938.0
4170,Porchester Square Gardens,Formal garden,Westminster,0.407,525871.0,181418.0
4171,Prince's Gardens,Formal garden,Westminster,1.1016,526913.0,179403.0
4172,Queens Park Gardens,Park,Westminster,1.176,524339.0,182576.0
4173,Randolph Gardens Open Space,Park,Westminster,0.549,525568.0,183181.0
4174,Randolf Gardens,Formal garden,Westminster,0.0697,525719.0,183079.0
4175,Rembrandt Gardens,Formal garden,Westminster,0.2981,526270.0,181840.0
4176,Riverside Walk Gardens,Formal garden,Westminster,0.1913,530073.0,178353.0
4177,Royal Academy,Civic/market square,Westminster,0.1753,529226.0,180515.0
4178,Shrewsbury Road Open Space,Formal garden,Westminster,0.1515,525161.0,181371.0
4179,Soho Square,Formal garden,Westminster,0.4572,529698.0,181249.0
4180,Somerset House,Civic/market square,Westminster,0.3747,530755.0,180807.0
4181,St Anne's Churchyard,Formal garden,Westminster,0.1701,529688.0,180915.0
4182,St Augustine's Church,Cemetery/churchyard,Westminster,0.4424,525527.0,183144.0
4183,St George's Square (south),Formal garden,Westminster,1.3022,529612.0,178109.0
4184,St James The Lesser Church Forecourt,Cemetery/churchyard,Westminster,0.0877,529573.0,178543.0
4185,St James's Park,Park,Westminster,22.9436,529628.0,179849.0
4186,St James's Piccadilly Church Garden,Cemetery/churchyard,Westminster,0.2309,529386.0,180503.0
4187,St James's Square,Formal garden,Westminster,0.9159,529509.0,180343.0
4188,St John's Gardens (Westminster),Formal garden,Westminster,0.5843,530048.0,178931.0
4189,St John's Smith Square,Cemetery/churchyard,Westminster,0.1036,530111.0,179110.0
4190,St John's Wood Adventure Playground,Play space,Westminster,0.0958,527178.0,183427.0
4191,St John's Wood Churchyard Gardens,Formal garden,Westminster,2.2519,527098.0,182945.0
4192,St Mary's Church Grounds,Cemetery/churchyard,Westminster,0.3916,526688.0,181741.0
4193,St Mary's Churchyard (Westminster),Cemetery/churchyard,Westminster,1.3418,526634.0,181868.0
4194,St Mary's Square Open Space,Park,Westminster,0.0764,526585.0,181731.0
4195,St Stephen's Gardens,Play space,Westminster,0.1243,525211.0,181455.0
4196,Stone Wharf,Civic/market square,Westminster,0.1958,526360.0,181751.0
4197,Sussex Gardens,Formal garden,Westminster,0.128,526683.0,180972.0
4198,Sussex Street Playground,Play space,Westminster,0.0659,529000.0,178310.0
4199,Talbot Square Gardens,Formal garden,Westminster,0.0907,526764.0,181125.0
4200,Tamplin Mews Garden & Playground,Park,Westminster,0.441,525115.0,182371.0
4201,Tate Gallery Gardens,Formal garden,Westminster,0.6942,530121.0,178559.0
4202,The Victoria Tower Gardens,Park,Westminster,2.0307,530258.0,179201.0
4203,Trafalgar Square,Civic/market square,Westminster,1.0961,530005.0,180460.0
4204,Upper Grosvenor Gardens,Formal garden,Westminster,0.1817,528711.0,179278.0
4205,Victoria Embankment Gardens,Formal garden,Westminster,2.0509,530464.0,180516.0
4206,Victoria Square,Formal garden,Westminster,0.0324,528864.0,179273.0
4207,Victoria Tower Gardens South,Formal garden,Westminster,0.1797,530265.0,178899.0
4208,Violet Hill Gardens,Play space,Westminster,0.2297,526167.0,183124.0
4209,Westbourne Gardens,Formal garden,Westminster,0.1153,525645.0,181365.0
4210,Westbourne Green,Park,Westminster,3.5965,525756.0,181793.0
4211,Westbourne Green Sports Complex,Other recreational,Westminster,2.2484,525410.0,181715.0
4212,Westminster Abbey,Cemetery/churchyard,Westminster,1.0495,530095.0,179498.0
4213,Westminster Cathedral Piazza,Civic/market square,Westminster,0.2234,529211.0,179143.0
4214,White Hall Extension,Formal garden,Westminster,0.6375,530306.0,179997.0
4215,Great Cloister,Cemetery/churchyard,Westminster,0.0996,530049.0,179459.0
4216,Causton Street Playground,Play space,Westminster,0.112,529837.0,178543.0
4217,Buckingham Palace External Forecourt,Civic/market square,Westminster,2.4995,529161.0,179744.0
4218,Abbots Manor Playground,Play space,Westminster,0.0298,528703.0,178399.0
4219,The Queens Chapel of the Savoy,Other,Westminster,0.0652,530589.0,180755.0
4220,Temple Gardens,Formal garden,Westminster,0.3033,531036.0,180825.0
4221,Whitehall Gardens,Formal garden,Westminster,0.8465,530340.0,180193.0
4222,Crown Reach Open Space,Other,Westminster,0.1196,529956.0,178156.0
4223,Ha'Penny Steps (Kensal Wharf Open Space),Other,Westminster,0.0322,524475.0,182344.0
4224,Cardinal Place,Civic/market square,Westminster,0.911,529142.0,179310.0
4225,Abbotts Park,Park,Waltham Forest,1.7076,538226.0,187690.0
4226,Ainslie Wood,Nature reserve,Waltham Forest,2.0555,537800.0,192093.0
4227,Ainslie Wood Sports Ground,Playing fields,Waltham Forest,1.3792,537883.0,192177.0
4228,Lee Valley Park between Harbet Road and A406 East,Amenity green space,Waltham Forest,3.0201,536227.0,192047.0
4229,Bakers Almshouses,Formal garden,Waltham Forest,0.518,537665.0,188058.0
4230,Banbury Reservoir,Reservoir,Waltham Forest,48.3453,536186.0,191382.0
4231,Bisterne Avenue Park,Park,Waltham Forest,0.6449,538741.0,189758.0
4232,Bluehouse Road Playing Field,Playing fields,Waltham Forest,3.3152,539624.0,193613.0
4233,Cann Hall Park,Park,Waltham Forest,0.5196,539824.0,186201.0
4234,Walthamstow Forest Car Park,Other,Waltham Forest,0.4762,538667.0,190916.0
4235,Cathall Leisure Centre,Landscaping around premises,Waltham Forest,0.4006,538999.0,186492.0
4236,Chase Lane Park,Park,Waltham Forest,2.9623,536779.0,192544.0
4237,Wadham Avenue Open Space,Amenity green space,Waltham Forest,0.7934,537820.0,191263.0
4238,Chingford Mount Cemetery,Cemetery/churchyard,Waltham Forest,16.4706,537753.0,193297.0
4239,Chingford Rugby Club/Golf Range,Playing fields,Waltham Forest,7.5004,537338.0,194351.0
4240,St Peters in the Forest Churchyard,Cemetery/churchyard,Waltham Forest,0.4205,539091.0,189516.0
4241,Coronation Gardens (Waltham Forest),Park,Waltham Forest,1.6629,537977.0,186377.0
4242,Dagenham Brook - Northern SINC,River,Waltham Forest,0.3123,536016.0,188148.0
4243,Drysdale Park,Park,Waltham Forest,0.4071,537788.0,195014.0
4244,Chingford Plain East (Epping Forest),Nature reserve,Waltham Forest,52.3926,539769.0,195107.0
4245,Highams Park (Epping Forest),Park,Waltham Forest,16.7383,539274.0,192328.0
4246,Leyton Flats (Epping Forest),Nature reserve,Waltham Forest,72.3414,539412.0,188644.0
4247,Walthamstow Forest (Epping Forest),Nature reserve,Waltham Forest,71.5303,539238.0,190960.0
4248,Warren Pond and Whitehall Plain (Epping Forest),Nature reserve,Waltham Forest,35.7393,539896.0,194487.0
4249,Woodford Rugby Area (Epping Forest),Playing fields,Waltham Forest,3.4528,539499.0,191719.0
4250,Greenway Avenue Nature Reserve,Nature reserve,Waltham Forest,0.521,538854.0,189478.0
4251,Henry Reynolds Gardens,Park,Waltham Forest,0.7279,539877.0,187652.0
4252,Higham Hill Recreation Ground,Recreation ground,Waltham Forest,3.0098,536047.0,190558.0
4253,Holly Crescent,Amenity green space,Waltham Forest,0.327,538963.0,191395.0
4254,Langthorne Park,Park,Waltham Forest,1.7139,539025.0,186030.0
4255,Larks Wood,Public woodland,Waltham Forest,18.2881,538245.0,192542.0
4256,Lea - Argall Cycleway,Walking/cycling route,Waltham Forest,0.1309,536134.0,187169.0
4257,Leyton Relief,Amenity green space,Waltham Forest,0.5357,536291.0,187123.0
4258,Lea Bridge Road verge,Amenity green space,Waltham Forest,0.1916,535628.0,186693.0
4259,Lea Valley Ice Centre - South Field and Verge,Road island/verge,Waltham Forest,1.1427,535737.0,186792.0
4260,St Egberts Playing Fields,Playing fields,Waltham Forest,2.4166,537491.0,194677.0
4261,Knotts Green,Amenity green space,Waltham Forest,0.6412,538169.0,188384.0
4262,Leyton Manor Park,Park,Waltham Forest,0.5951,537714.0,187789.0
4263,The Linear Park,Park,Waltham Forest,0.4808,538877.0,186718.0
4264,Lloyd Park,Park,Waltham Forest,12.862,537192.0,190217.0
4265,Lockwood Reservoir,Reservoir,Waltham Forest,42.4151,535271.0,190201.0
4266,Long Leys Park,Play space,Waltham Forest,0.1837,538017.0,191715.0
4267,Low Hall Farm,Other,Waltham Forest,3.7394,536317.0,187861.0
4268,Low Hall Sports Ground,Playing fields,Waltham Forest,17.4019,535797.0,187925.0
4269,Manor Way Green (Waltham Forest),Amenity green space,Waltham Forest,0.0795,538742.0,192800.0
4270,Mansfield Park (Waltham Forest),Park,Waltham Forest,9.3969,537504.0,194064.0
4271,Marmion Close,Amenity green space,Waltham Forest,0.5086,537016.0,192947.0
4272,Marsh Lane Playing Fields,Playing fields,Waltham Forest,14.9072,536915.0,186847.0
4273,Ive Farm Sports Ground,Playing fields,Waltham Forest,4.2426,537287.0,186685.0
4274,Maynard Reservoirs,Reservoir,Waltham Forest,36.3155,535406.0,189742.0
4275,Memorial Park,Park,Waltham Forest,3.8125,537549.0,192412.0
4276,Millfield Avenue Housing Green,Amenity green space,Waltham Forest,0.358,536380.0,190674.0
4277,Acacia Road Playground,Play space,Waltham Forest,0.1712,539648.0,186534.0
4278,New River Track,Walking/cycling route,Waltham Forest,3.3806,535603.0,187273.0
4279,Oak Hill Crescent,Amenity green space,Waltham Forest,0.1224,538967.0,191231.0
4280,Organ Lane East,Walking/cycling route,Waltham Forest,0.3158,538568.0,193773.0
4281,Peel Close Green,Formal garden,Waltham Forest,0.2491,537583.0,193750.0
4282,Pimp Hall Nature Reserve,Nature reserve,Waltham Forest,1.3241,538834.0,193782.0
4283,Pimp Hall Park,Park,Waltham Forest,2.7731,538937.0,193689.0
4284,Ridgeway Park,Park,Waltham Forest,5.297,537823.0,193721.0
4285,Ropers Avenue Green,Amenity green space,Waltham Forest,0.1532,538040.0,192146.0
4286,Rolls Sports Ground,Playing fields,Waltham Forest,5.9393,538120.0,192029.0
4287,Blades & Salisbury Hall Playing Fields,Playing fields,Waltham Forest,7.3698,537152.0,191539.0
4288,Sewardstone Fields - Valley Golf Course,Golf course,Waltham Forest,3.4295,537666.0,195837.0
4289,Sidmouth Park,Park,Waltham Forest,0.7969,538244.0,186572.0
4290,Skeltons Lane Park,City farm,Waltham Forest,0.7865,537883.0,187533.0
4291,Gunsite Playing Fields,Amenity green space,Waltham Forest,2.1177,536753.0,191285.0
4292,Britannia Playing Fields,Playing fields,Waltham Forest,3.4169,536896.0,191087.0
4293,Tyne Acre Playing Fields,Playing fields,Waltham Forest,1.853,536757.0,191076.0
4294,St James Park (Waltham Forest),Park,Waltham Forest,3.8243,536066.0,188286.0
4295,"St Mary's Churchyard, Walthamstow",Cemetery/churchyard,Waltham Forest,1.1229,537864.0,189239.0
4296,St Mary's Church (Waltham Forest),Cemetery/churchyard,Waltham Forest,0.9196,537645.0,186859.0
4297,St Patricks Roman Catholic Cemetery,Cemetery/churchyard,Waltham Forest,9.3464,538711.0,186264.0
4298,St Peter & St Pauls Churchyard,Cemetery/churchyard,Waltham Forest,0.5748,538578.0,194369.0
4299,Chingford Green,Park,Waltham Forest,0.6241,538600.0,194402.0
4300,Stoneydown Park & Gardens,Park,Waltham Forest,1.4108,536099.0,189222.0
4301,The Copse,Public woodland,Waltham Forest,0.5352,539752.0,194134.0
4302,The Hale,Amenity green space,Waltham Forest,0.1704,538557.0,191156.0
4303,Wild Marsh East (Tottenham Marshes),Nature reserve,Waltham Forest,14.1103,535671.0,190994.0
4304,The Four Wents,Amenity green space,Waltham Forest,0.1332,538977.0,193960.0
4305,Waltham Forest Town Hall Grounds,Formal garden,Waltham Forest,2.0543,537716.0,189821.0
4306,Warwick East Reservoirs,Reservoir,Waltham Forest,88.9243,535121.0,188752.0
4307,Queens Road Cemetery,Cemetery/churchyard,Waltham Forest,4.4029,536925.0,188578.0
4308,Walthamstow Town Square,Civic/market square,Waltham Forest,0.4605,537153.0,189083.0
4309,Walthamstow Market,Civic/market square,Waltham Forest,1.3046,536777.0,188985.0
4310,Walthamstow Marshes,Nature reserve,Waltham Forest,33.836,535181.0,187495.0
4311,Warwick Reservior West,Reservoir,Waltham Forest,19.3125,534629.0,188216.0
4312,Waterworks Field,Common,Waltham Forest,11.074,536413.0,186695.0
